primary_key,codes,work_load,year,work_uta
23403,16F101301,Mão-de-obra agrícola total,2009,110
23404,16F101301,Mão-de-obra agrícola total,1999,183
23405,,Mão-de-obra agrícola familiar,1999,170
23406,,Produtor,1999,83
23407,,Cônjuge,1999,72
23408,,Outros membros da família,1999,15
23409,,Mão-de-obra agrícola não familiar,1999,13
23410,,Permanente,1999,0
23411,,Eventual,1999,12
23412,,Mão-de-obra não contratada pelo produtor,1999,1
23413,16F101302,Mão-de-obra agrícola total,1989,757
23414,16F101302,Mão-de-obra agrícola total,2019,92
23415,16F101302,Mão-de-obra agrícola total,2009,221
23416,16F101302,Mão-de-obra agrícola total,1999,217
23417,,Mão-de-obra agrícola familiar,1999,193
23418,,Produtor,1999,99
23419,,Cônjuge,1999,78
23420,,Outros membros da família,1999,17
23421,,Mão-de-obra agrícola não familiar,1999,24
23422,,Permanente,1999,0
23423,,Eventual,1999,22
23424,,Mão-de-obra não contratada pelo produtor,1999,1
23425,16F101303,Mão-de-obra agrícola total,1989,190
23426,16F101303,Mão-de-obra agrícola total,2019,45
23427,16F101303,Mão-de-obra agrícola total,2009,53
23428,16F101303,Mão-de-obra agrícola total,1999,71
23429,,Mão-de-obra agrícola familiar,1999,64
23430,,Produtor,1999,32
23431,,Cônjuge,1999,25
23432,,Outros membros da família,1999,7
23433,,Mão-de-obra agrícola não familiar,1999,7
23434,,Permanente,1999,0
23435,,Eventual,1999,7
23436,,Mão-de-obra não contratada pelo produtor,1999,0
23437,16F1015,Mão-de-obra agrícola total,1989,11880
23438,16F1015,Mão-de-obra agrícola total,2019,2117
23439,16F1015,Mão-de-obra agrícola total,2009,3357
23440,16F1015,Mão-de-obra agrícola total,1999,5839
23441,,Mão-de-obra agrícola familiar,1999,5558
23442,,Produtor,1999,2558
23443,,Cônjuge,1999,2350
23444,,Outros membros da família,1999,650
23445,,Mão-de-obra agrícola não familiar,1999,281
23446,,Permanente,1999,60
23447,,Eventual,1999,202
23448,,Mão-de-obra não contratada pelo produtor,1999,19
23449,16F101501,Mão-de-obra agrícola total,1989,959
23450,16F101501,Mão-de-obra agrícola total,2019,247
23451,16F101501,Mão-de-obra agrícola total,2009,347
23452,16F101501,Mão-de-obra agrícola total,1999,617
23453,,Mão-de-obra agrícola familiar,1999,605
23454,,Produtor,1999,299
23455,,Cônjuge,1999,265
23456,,Outros membros da família,1999,42
23457,,Mão-de-obra agrícola não familiar,1999,11
23458,,Permanente,1999,5
23459,,Eventual,1999,6
23460,,Mão-de-obra não contratada pelo produtor,1999,1
23461,16F101503,Mão-de-obra agrícola total,1989,838
23462,16F101503,Mão-de-obra agrícola total,2019,188
23463,16F101503,Mão-de-obra agrícola total,2009,327
23464,16F101503,Mão-de-obra agrícola total,1999,452
23465,,Mão-de-obra agrícola familiar,1999,409
23466,,Produtor,1999,183
23467,,Cônjuge,1999,178
23468,,Outros membros da família,1999,49
23469,,Mão-de-obra agrícola não familiar,1999,43
23470,,Permanente,1999,15
23471,,Eventual,1999,27
23472,,Mão-de-obra não contratada pelo produtor,1999,1
23473,16F101504,Mão-de-obra agrícola total,1989,360
23474,16F101504,Mão-de-obra agrícola total,2019,89
23475,16F101504,Mão-de-obra agrícola total,2009,120
23476,16F101504,Mão-de-obra agrícola total,1999,216
23477,,Mão-de-obra agrícola familiar,1999,202
23478,,Produtor,1999,86
23479,,Cônjuge,1999,97
23480,,Outros membros da família,1999,19
23481,,Mão-de-obra agrícola não familiar,1999,14
23482,,Permanente,1999,5
23483,,Eventual,1999,9
23484,,Mão-de-obra não contratada pelo produtor,1999,0
23485,16F101505,Mão-de-obra agrícola total,1989,777
23486,16F101505,Mão-de-obra agrícola total,2019,115
23487,16F101505,Mão-de-obra agrícola total,2009,160
23488,16F101505,Mão-de-obra agrícola total,1999,297
23489,,Mão-de-obra agrícola familiar,1999,279
23490,,Produtor,1999,110
23491,,Cônjuge,1999,127
23492,,Outros membros da família,1999,43
23493,,Mão-de-obra agrícola não familiar,1999,18
23494,,Permanente,1999,5
23495,,Eventual,1999,12
23496,,Mão-de-obra não contratada pelo produtor,1999,1
23497,16F101506,Mão-de-obra agrícola total,1989,1568
23498,16F101506,Mão-de-obra agrícola total,2019,135
23499,16F101506,Mão-de-obra agrícola total,2009,450
23500,16F101506,Mão-de-obra agrícola total,1999,636
23501,,Mão-de-obra agrícola familiar,1999,586
23502,,Produtor,1999,246
23503,,Cônjuge,1999,234
23504,,Outros membros da família,1999,106
23505,,Mão-de-obra agrícola não familiar,1999,50
23506,,Permanente,1999,5
23507,,Eventual,1999,41
23508,,Mão-de-obra não contratada pelo produtor,1999,3
23509,16F101515,Mão-de-obra agrícola total,1989,251
23510,16F101515,Mão-de-obra agrícola total,2019,31
23511,16F101515,Mão-de-obra agrícola total,2009,68
23512,16F101515,Mão-de-obra agrícola total,1999,117
23513,,Mão-de-obra agrícola familiar,1999,112
23514,,Produtor,1999,43
23515,,Cônjuge,1999,52
23516,,Outros membros da família,1999,17
23517,,Mão-de-obra agrícola não familiar,1999,5
23518,,Permanente,1999,0
23519,,Eventual,1999,5
23520,,Mão-de-obra não contratada pelo produtor,1999,0
23521,16F101508,Mão-de-obra agrícola total,1989,521
23522,16F101508,Mão-de-obra agrícola total,2019,149
23523,16F101508,Mão-de-obra agrícola total,2009,129
23524,16F101508,Mão-de-obra agrícola total,1999,294
23525,,Mão-de-obra agrícola familiar,1999,277
23526,,Produtor,1999,140
23527,,Cônjuge,1999,109
23528,,Outros membros da família,1999,29
23529,,Mão-de-obra agrícola não familiar,1999,17
23530,,Permanente,1999,3
23531,,Eventual,1999,14
23532,,Mão-de-obra não contratada pelo produtor,1999,1
23533,16F101509,Mão-de-obra agrícola total,1989,2031
23534,16F101509,Mão-de-obra agrícola total,2019,404
23535,16F101509,Mão-de-obra agrícola total,2009,606
23536,16F101509,Mão-de-obra agrícola total,1999,933
23537,,Mão-de-obra agrícola familiar,1999,904
23538,,Produtor,1999,429
23539,,Cônjuge,1999,386
23540,,Outros membros da família,1999,89
23541,,Mão-de-obra agrícola não familiar,1999,29
23542,,Permanente,1999,8
23543,,Eventual,1999,20
23544,,Mão-de-obra não contratada pelo produtor,1999,2
23545,16F101510,Mão-de-obra agrícola total,1989,546
23546,16F101510,Mão-de-obra agrícola total,2019,165
23547,16F101510,Mão-de-obra agrícola total,2009,209
23548,16F101510,Mão-de-obra agrícola total,1999,269
23549,,Mão-de-obra agrícola familiar,1999,257
23550,,Produtor,1999,126
23551,,Cônjuge,1999,96
23552,,Outros membros da família,1999,35
23553,,Mão-de-obra agrícola não familiar,1999,12
23554,,Permanente,1999,3
23555,,Eventual,1999,8
23556,,Mão-de-obra não contratada pelo produtor,1999,1
23557,16F101518,Mão-de-obra agrícola total,1989,1559
23558,16F101518,Mão-de-obra agrícola total,2019,252
23559,16F101518,Mão-de-obra agrícola total,2009,413
23560,16F101518,Mão-de-obra agrícola total,1999,733
23561,,Mão-de-obra agrícola familiar,1999,696
23562,,Produtor,1999,301
23563,,Cônjuge,1999,329
23564,,Outros membros da família,1999,66
23565,,Mão-de-obra agrícola não familiar,1999,37
23566,,Permanente,1999,2
23567,,Eventual,1999,32
23568,,Mão-de-obra não contratada pelo produtor,1999,3
23569,16F101519,Mão-de-obra agrícola total,1989,1174
23570,16F101519,Mão-de-obra agrícola total,2019,129
23571,16F101519,Mão-de-obra agrícola total,2009,216
23572,16F101519,Mão-de-obra agrícola total,1999,448
23573,,Mão-de-obra agrícola familiar,1999,426
23574,,Produtor,1999,223
23575,,Cônjuge,1999,157
23576,,Outros membros da família,1999,46
23577,,Mão-de-obra agrícola não familiar,1999,22
23578,,Permanente,1999,6
23579,,Eventual,1999,14
23580,,Mão-de-obra não contratada pelo produtor,1999,1
23581,16F101513,Mão-de-obra agrícola total,1989,763
23582,16F101513,Mão-de-obra agrícola total,2019,101
23583,16F101513,Mão-de-obra agrícola total,2009,132
23584,16F101513,Mão-de-obra agrícola total,1999,447
23585,,Mão-de-obra agrícola familiar,1999,432
23586,,Produtor,1999,206
23587,,Cônjuge,1999,183
23588,,Outros membros da família,1999,44
23589,,Mão-de-obra agrícola não familiar,1999,15
23590,,Permanente,1999,1
23591,,Eventual,1999,13
23592,,Mão-de-obra não contratada pelo produtor,1999,1
23593,16F101514,Mão-de-obra agrícola total,1989,533
23594,16F101514,Mão-de-obra agrícola total,2019,110
23595,16F101514,Mão-de-obra agrícola total,2009,180
23596,16F101514,Mão-de-obra agrícola total,1999,381
23597,,Mão-de-obra agrícola familiar,1999,372
23598,,Produtor,1999,168
23599,,Cônjuge,1999,137
23600,,Outros membros da família,1999,67
23601,,Mão-de-obra agrícola não familiar,1999,9
23602,,Permanente,1999,3
23603,,Eventual,1999,3
23604,,Mão-de-obra não contratada pelo produtor,1999,3
23605,16F1016,Mão-de-obra agrícola total,1989,2220
23606,16F1016,Mão-de-obra agrícola total,2019,753
23607,16F1016,Mão-de-obra agrícola total,2009,989
23608,16F1016,Mão-de-obra agrícola total,1999,1440
23609,,Mão-de-obra agrícola familiar,1999,1176
23610,,Produtor,1999,620
23611,,Cônjuge,1999,398
23612,,Outros membros da família,1999,159
23613,,Mão-de-obra agrícola não familiar,1999,264
23614,,Permanente,1999,186
23615,,Eventual,1999,71
23616,,Mão-de-obra não contratada pelo produtor,1999,6
23617,16F101602,Mão-de-obra agrícola total,1989,325
23618,16F101602,Mão-de-obra agrícola total,2019,20
23619,16F101602,Mão-de-obra agrícola total,2009,25
23620,16F101602,Mão-de-obra agrícola total,1999,66
23621,,Mão-de-obra agrícola familiar,1999,64
23622,,Produtor,1999,44
23623,,Cônjuge,1999,17
23624,,Outros membros da família,1999,4
23625,,Mão-de-obra agrícola não familiar,1999,2
23626,,Permanente,1999,0
23627,,Eventual,1999,1
23628,,Mão-de-obra não contratada pelo produtor,1999,1
23629,16F101605,Mão-de-obra agrícola total,1989,77
23630,16F101605,Mão-de-obra agrícola total,2019,116
23631,16F101605,Mão-de-obra agrícola total,2009,180
23632,16F101605,Mão-de-obra agrícola total,1999,192
23633,,Mão-de-obra agrícola familiar,1999,56
23634,,Produtor,1999,31
23635,,Cônjuge,1999,17
23636,,Outros membros da família,1999,9
23637,,Mão-de-obra agrícola não familiar,1999,136
23638,,Permanente,1999,133
23639,,Eventual,1999,3
23640,,Mão-de-obra não contratada pelo produtor,1999,0
23641,16F101606,Mão-de-obra agrícola total,1989,445
23642,16F101606,Mão-de-obra agrícola total,2019,160
23643,16F101606,Mão-de-obra agrícola total,2009,186
23644,16F101606,Mão-de-obra agrícola total,1999,300
23645,,Mão-de-obra agrícola familiar,1999,262
23646,,Produtor,1999,128
23647,,Cônjuge,1999,89
23648,,Outros membros da família,1999,45
23649,,Mão-de-obra agrícola não familiar,1999,37
23650,,Permanente,1999,15
23651,,Eventual,1999,20
23652,,Mão-de-obra não contratada pelo produtor,1999,2
23653,16F101608,Mão-de-obra agrícola total,1989,61
23654,16F101608,Mão-de-obra agrícola total,2019,12
23655,16F101608,Mão-de-obra agrícola total,2009,20
23656,16F101608,Mão-de-obra agrícola total,1999,23
23657,,Mão-de-obra agrícola familiar,1999,22
23658,,Produtor,1999,17
23659,,Cônjuge,1999,5
23660,,Outros membros da família,1999,1
23661,,Mão-de-obra agrícola não familiar,1999,2
23662,,Permanente,1999,0
23663,,Eventual,1999,1
23664,,Mão-de-obra não contratada pelo produtor,1999,0
23665,16F101609,Mão-de-obra agrícola total,1989,101
23666,16F101609,Mão-de-obra agrícola total,2019,68
23667,16F101609,Mão-de-obra agrícola total,2009,36
23668,16F101609,Mão-de-obra agrícola total,1999,90
23669,,Mão-de-obra agrícola familiar,1999,87
23670,,Produtor,1999,49
23671,,Cônjuge,1999,25
23672,,Outros membros da família,1999,13
23673,,Mão-de-obra agrícola não familiar,1999,4
23674,,Permanente,1999,0
23675,,Eventual,1999,3
23676,,Mão-de-obra não contratada pelo produtor,1999,0
23677,16F101614,Mão-de-obra agrícola total,1989,260
23678,16F101614,Mão-de-obra agrícola total,2019,132
23679,16F101614,Mão-de-obra agrícola total,2009,201
23680,16F101614,Mão-de-obra agrícola total,1999,193
23681,,Mão-de-obra agrícola familiar,1999,134
23682,,Produtor,1999,85
23683,,Cônjuge,1999,38
23684,,Outros membros da família,1999,11
23685,,Mão-de-obra agrícola não familiar,1999,60
23686,,Permanente,1999,31
23687,,Eventual,1999,28
23688,,Mão-de-obra não contratada pelo produtor,1999,1
23689,16F101610,Mão-de-obra agrícola total,1989,269
23690,16F101610,Mão-de-obra agrícola total,2019,94
23691,16F101610,Mão-de-obra agrícola total,2009,117
23692,16F101610,Mão-de-obra agrícola total,1999,206
23693,,Mão-de-obra agrícola familiar,1999,196
23694,,Produtor,1999,86
23695,,Cônjuge,1999,82
23696,,Outros membros da família,1999,28
23697,,Mão-de-obra agrícola não familiar,1999,10
23698,,Permanente,1999,4
23699,,Eventual,1999,6
23700,,Mão-de-obra não contratada pelo produtor,1999,0
23701,16F101613,Mão-de-obra agrícola total,1989,206
23702,16F101613,Mão-de-obra agrícola total,2019,72
23703,16F101613,Mão-de-obra agrícola total,2009,77
23704,16F101613,Mão-de-obra agrícola total,1999,131
23705,,Mão-de-obra agrícola familiar,1999,130
23706,,Produtor,1999,68
23707,,Cônjuge,1999,46
23708,,Outros membros da família,1999,15
23709,,Mão-de-obra agrícola não familiar,1999,2
23710,,Permanente,1999,0
23711,,Eventual,1999,1
23712,,Mão-de-obra não contratada pelo produtor,1999,1
23713,16F101615,Mão-de-obra agrícola total,1989,115
23714,16F101615,Mão-de-obra agrícola total,2019,17
23715,16F101615,Mão-de-obra agrícola total,2009,41
23716,16F101615,Mão-de-obra agrícola total,1999,58
23717,,Mão-de-obra agrícola familiar,1999,54
23718,,Produtor,1999,37
23719,,Cônjuge,1999,13
23720,,Outros membros da família,1999,4
23721,,Mão-de-obra agrícola não familiar,1999,4
23722,,Permanente,1999,2
23723,,Eventual,1999,2
23724,,Mão-de-obra não contratada pelo produtor,1999,0
23725,16F101616,Mão-de-obra agrícola total,1989,363
23726,16F101616,Mão-de-obra agrícola total,2019,62
23727,16F101616,Mão-de-obra agrícola total,2009,108
23728,16F101616,Mão-de-obra agrícola total,1999,179
23729,,Mão-de-obra agrícola familiar,1999,172
23730,,Produtor,1999,75
23731,,Cônjuge,1999,67
23732,,Outros membros da família,1999,30
23733,,Mão-de-obra agrícola não familiar,1999,7
23734,,Permanente,1999,1
23735,,Eventual,1999,5
23736,,Mão-de-obra não contratada pelo produtor,1999,1
23737,16G,Mão-de-obra agrícola total,1989,60775
23738,16G,Mão-de-obra agrícola total,2019,17733
23739,16G,Mão-de-obra agrícola total,2009,22945
23740,16G,Mão-de-obra agrícola total,1999,34937
23741,,Mão-de-obra agrícola familiar,1999,31742
23742,,Produtor,1999,15066
23743,,Cônjuge,1999,11216
23744,,Outros membros da família,1999,5459
23745,,Mão-de-obra agrícola não familiar,1999,3195
23746,,Permanente,1999,1416
23747,,Eventual,1999,1660
23748,,Mão-de-obra não contratada pelo produtor,1999,120
23749,16G0901,Mão-de-obra agrícola total,1989,2290
23750,16G0901,Mão-de-obra agrícola total,2019,895
23751,16G0901,Mão-de-obra agrícola total,2009,1124
23752,16G0901,Mão-de-obra agrícola total,1999,1728
23753,,Mão-de-obra agrícola familiar,1999,1619
23754,,Produtor,1999,764
23755,,Cônjuge,1999,572
23756,,Outros membros da família,1999,283
23757,,Mão-de-obra agrícola não familiar,1999,109
23758,,Permanente,1999,15
23759,,Eventual,1999,85
23760,,Mão-de-obra não contratada pelo produtor,1999,8
23761,16G090102,Mão-de-obra agrícola total,1989,222
23762,16G090102,Mão-de-obra agrícola total,2019,62
23763,16G090102,Mão-de-obra agrícola total,2009,118
23764,16G090102,Mão-de-obra agrícola total,1999,142
23765,,Mão-de-obra agrícola familiar,1999,137
23766,,Produtor,1999,64
23767,,Cônjuge,1999,46
23768,,Outros membros da família,1999,28
23769,,Mão-de-obra agrícola não familiar,1999,5
23770,,Permanente,1999,1
23771,,Eventual,1999,3
23772,,Mão-de-obra não contratada pelo produtor,1999,1
23773,16G090103,Mão-de-obra agrícola total,1989,170
23774,16G090103,Mão-de-obra agrícola total,2019,71
23775,16G090103,Mão-de-obra agrícola total,2009,62
23776,16G090103,Mão-de-obra agrícola total,1999,118
23777,,Mão-de-obra agrícola familiar,1999,113
23778,,Produtor,1999,55
23779,,Cônjuge,1999,39
23780,,Outros membros da família,1999,19
23781,,Mão-de-obra agrícola não familiar,1999,5
23782,,Permanente,1999,1
23783,,Eventual,1999,3
23784,,Mão-de-obra não contratada pelo produtor,1999,0
23785,16G090105,Mão-de-obra agrícola total,1989,250
23786,16G090105,Mão-de-obra agrícola total,2019,128
23787,16G090105,Mão-de-obra agrícola total,2009,144
23788,16G090105,Mão-de-obra agrícola total,1999,172
23789,,Mão-de-obra agrícola familiar,1999,161
23790,,Produtor,1999,82
23791,,Cônjuge,1999,57
23792,,Outros membros da família,1999,23
23793,,Mão-de-obra agrícola não familiar,1999,11
23794,,Permanente,1999,0
23795,,Eventual,1999,10
23796,,Mão-de-obra não contratada pelo produtor,1999,1
23797,16G090106,Mão-de-obra agrícola total,1989,166
23798,16G090106,Mão-de-obra agrícola total,2019,63
23799,16G090106,Mão-de-obra agrícola total,2009,87
23800,16G090106,Mão-de-obra agrícola total,1999,106
23801,,Mão-de-obra agrícola familiar,1999,101
23802,,Produtor,1999,51
23803,,Cônjuge,1999,38
23804,,Outros membros da família,1999,12
23805,,Mão-de-obra agrícola não familiar,1999,5
23806,,Permanente,1999,0
23807,,Eventual,1999,4
23808,,Mão-de-obra não contratada pelo produtor,1999,0
23809,16G090107,Mão-de-obra agrícola total,1989,133
23810,16G090107,Mão-de-obra agrícola total,2019,52
23811,16G090107,Mão-de-obra agrícola total,2009,62
23812,16G090107,Mão-de-obra agrícola total,1999,99
23813,,Mão-de-obra agrícola familiar,1999,91
23814,,Produtor,1999,48
23815,,Cônjuge,1999,33
23816,,Outros membros da família,1999,10
23817,,Mão-de-obra agrícola não familiar,1999,8
23818,,Permanente,1999,0
23819,,Eventual,1999,7
23820,,Mão-de-obra não contratada pelo produtor,1999,0
23821,16G090109,Mão-de-obra agrícola total,1989,419
23822,16G090109,Mão-de-obra agrícola total,2019,142
23823,16G090109,Mão-de-obra agrícola total,2009,215
23824,16G090109,Mão-de-obra agrícola total,1999,409
23825,,Mão-de-obra agrícola familiar,1999,404
23826,,Produtor,1999,172
23827,,Cônjuge,1999,149
23828,,Outros membros da família,1999,84
23829,,Mão-de-obra agrícola não familiar,1999,5
23830,,Permanente,1999,1
23831,,Eventual,1999,3
23832,,Mão-de-obra não contratada pelo produtor,1999,1
23833,16G090110,Mão-de-obra agrícola total,1989,112
23834,16G090110,Mão-de-obra agrícola total,2019,50
23835,16G090110,Mão-de-obra agrícola total,2009,67
23836,16G090110,Mão-de-obra agrícola total,1999,99
23837,,Mão-de-obra agrícola familiar,1999,93
23838,,Produtor,1999,51
23839,,Cônjuge,1999,33
23840,,Outros membros da família,1999,9
23841,,Mão-de-obra agrícola não familiar,1999,6
23842,,Permanente,1999,0
23843,,Eventual,1999,5
23844,,Mão-de-obra não contratada pelo produtor,1999,0
23845,16G090114,Mão-de-obra agrícola total,1989,355
23846,16G090114,Mão-de-obra agrícola total,2019,151
23847,16G090114,Mão-de-obra agrícola total,2009,207
23848,16G090114,Mão-de-obra agrícola total,1999,271
23849,,Mão-de-obra agrícola familiar,1999,233
23850,,Produtor,1999,102
23851,,Cônjuge,1999,77
23852,,Outros membros da família,1999,54
23853,,Mão-de-obra agrícola não familiar,1999,38
23854,,Permanente,1999,12
23855,,Eventual,1999,25
23856,,Mão-de-obra não contratada pelo produtor,1999,2
23857,16G090115,Mão-de-obra agrícola total,1989,219
23858,16G090115,Mão-de-obra agrícola total,2019,89
23859,16G090115,Mão-de-obra agrícola total,2009,66
23860,16G090115,Mão-de-obra agrícola total,1999,125
23861,,Mão-de-obra agrícola familiar,1999,117
23862,,Produtor,1999,59
23863,,Cônjuge,1999,40
23864,,Outros membros da família,1999,18
23865,,Mão-de-obra agrícola não familiar,1999,9
23866,,Permanente,1999,1
23867,,Eventual,1999,7
23868,,Mão-de-obra não contratada pelo produtor,1999,0
23869,16G090116,Mão-de-obra agrícola total,1989,244
23870,16G090116,Mão-de-obra agrícola total,2019,88
23871,16G090116,Mão-de-obra agrícola total,2009,96
23872,16G090116,Mão-de-obra agrícola total,1999,186
23873,,Mão-de-obra agrícola familiar,1999,168
23874,,Produtor,1999,81
23875,,Cônjuge,1999,60
23876,,Outros membros da família,1999,27
23877,,Mão-de-obra agrícola não familiar,1999,18
23878,,Permanente,1999,0
23879,,Eventual,1999,17
23880,,Mão-de-obra não contratada pelo produtor,1999,1
23881,16G1802,Mão-de-obra agrícola total,1989,2524
23882,16G1802,Mão-de-obra agrícola total,2019,301
23883,16G1802,Mão-de-obra agrícola total,2009,959
23884,16G1802,Mão-de-obra agrícola total,1999,1281
23885,,Mão-de-obra agrícola familiar,1999,1148
23886,,Produtor,1999,550
23887,,Cônjuge,1999,470
23888,,Outros membros da família,1999,128
23889,,Mão-de-obra agrícola não familiar,1999,133
23890,,Permanente,1999,44
23891,,Eventual,1999,85
23892,,Mão-de-obra não contratada pelo produtor,1999,4
23893,16G180201,Mão-de-obra agrícola total,1989,430
23894,16G180201,Mão-de-obra agrícola total,2019,92
23895,16G180201,Mão-de-obra agrícola total,2009,189
23896,16G180201,Mão-de-obra agrícola total,1999,243
23897,,Mão-de-obra agrícola familiar,1999,218
23898,,Produtor,1999,97
23899,,Cônjuge,1999,93
23900,,Outros membros da família,1999,28
23901,,Mão-de-obra agrícola não familiar,1999,25
23902,,Permanente,1999,6
23903,,Eventual,1999,18
23904,,Mão-de-obra não contratada pelo produtor,1999,0
23905,16G180202,Mão-de-obra agrícola total,1989,373
23906,16G180202,Mão-de-obra agrícola total,2019,60
23907,16G180202,Mão-de-obra agrícola total,2009,179
23908,16G180202,Mão-de-obra agrícola total,1999,190
23909,,Mão-de-obra agrícola familiar,1999,173
23910,,Produtor,1999,84
23911,,Cônjuge,1999,72
23912,,Outros membros da família,1999,17
23913,,Mão-de-obra agrícola não familiar,1999,17
23914,,Permanente,1999,0
23915,,Eventual,1999,16
23916,,Mão-de-obra não contratada pelo produtor,1999,0
23917,16G180204,Mão-de-obra agrícola total,1989,778
23918,16G180204,Mão-de-obra agrícola total,2019,72
23919,16G180204,Mão-de-obra agrícola total,2009,237
23920,16G180204,Mão-de-obra agrícola total,1999,366
23921,,Mão-de-obra agrícola familiar,1999,324
23922,,Produtor,1999,161
23923,,Cônjuge,1999,122
23924,,Outros membros da família,1999,42
23925,,Mão-de-obra agrícola não familiar,1999,43
23926,,Permanente,1999,21
23927,,Eventual,1999,21
23928,,Mão-de-obra não contratada pelo produtor,1999,1
23929,16G180206,Mão-de-obra agrícola total,1989,274
23930,16G180206,Mão-de-obra agrícola total,2019,11
23931,16G180206,Mão-de-obra agrícola total,2009,57
23932,16G180206,Mão-de-obra agrícola total,1999,99
23933,,Mão-de-obra agrícola familiar,1999,88
23934,,Produtor,1999,48
23935,,Cônjuge,1999,35
23936,,Outros membros da família,1999,5
23937,,Mão-de-obra agrícola não familiar,1999,11
23938,,Permanente,1999,0
23939,,Eventual,1999,10
23940,,Mão-de-obra não contratada pelo produtor,1999,0
23941,16G180208,Mão-de-obra agrícola total,1989,668
23942,16G180208,Mão-de-obra agrícola total,2019,65
23943,16G180208,Mão-de-obra agrícola total,2009,297
23944,16G180208,Mão-de-obra agrícola total,1999,383
23945,,Mão-de-obra agrícola familiar,1999,345
23946,,Produtor,1999,160
23947,,Cônjuge,1999,149
23948,,Outros membros da família,1999,37
23949,,Mão-de-obra agrícola não familiar,1999,37
23950,,Permanente,1999,16
23951,,Eventual,1999,20
23952,,Mão-de-obra não contratada pelo produtor,1999,1
23953,16G1803,Mão-de-obra agrícola total,1989,5969
23954,16G1803,Mão-de-obra agrícola total,2019,1512
23955,16G1803,Mão-de-obra agrícola total,2009,1711
23956,16G1803,Mão-de-obra agrícola total,1999,3258
23957,,Mão-de-obra agrícola familiar,1999,3177
23958,,Produtor,1999,1476
23959,,Cônjuge,1999,1030
23960,,Outros membros da família,1999,672
23961,,Mão-de-obra agrícola não familiar,1999,81
23962,,Permanente,1999,11
23963,,Eventual,1999,66
23964,,Mão-de-obra não contratada pelo produtor,1999,4
23965,16G180301,Mão-de-obra agrícola total,1989,241
23966,16G180301,Mão-de-obra agrícola total,2019,20
23967,16G180301,Mão-de-obra agrícola total,2009,46
23968,16G180301,Mão-de-obra agrícola total,1999,101
23969,,Mão-de-obra agrícola familiar,1999,101
23970,,Produtor,1999,52
23971,,Cônjuge,1999,23
23972,,Outros membros da família,1999,26
23973,,Mão-de-obra agrícola não familiar,1999,1
23974,,Permanente,1999,0
23975,,Eventual,1999,0
23976,,Mão-de-obra não contratada pelo produtor,1999,0
23977,16G180303,Mão-de-obra agrícola total,1989,302
23978,16G180303,Mão-de-obra agrícola total,2019,74
23979,16G180303,Mão-de-obra agrícola total,2009,116
23980,16G180303,Mão-de-obra agrícola total,1999,122
23981,,Mão-de-obra agrícola familiar,1999,112
23982,,Produtor,1999,51
23983,,Cônjuge,1999,32
23984,,Outros membros da família,1999,29
23985,,Mão-de-obra agrícola não familiar,1999,10
23986,,Permanente,1999,0
23987,,Eventual,1999,10
23988,,Mão-de-obra não contratada pelo produtor,1999,0
23989,16G180304,Mão-de-obra agrícola total,1989,794
23990,16G180304,Mão-de-obra agrícola total,2019,120
23991,16G180304,Mão-de-obra agrícola total,2009,112
23992,16G180304,Mão-de-obra agrícola total,1999,453
23993,,Mão-de-obra agrícola familiar,1999,435
23994,,Produtor,1999,198
23995,,Cônjuge,1999,140
23996,,Outros membros da família,1999,97
23997,,Mão-de-obra agrícola não familiar,1999,18
23998,,Permanente,1999,5
23999,,Eventual,1999,13
24000,,Mão-de-obra não contratada pelo produtor,1999,0
24001,16G180305,Mão-de-obra agrícola total,1989,200
24002,16G180305,Mão-de-obra agrícola total,2019,29
24003,16G180305,Mão-de-obra agrícola total,2009,34
24004,16G180305,Mão-de-obra agrícola total,1999,70
24005,,Mão-de-obra agrícola familiar,1999,69
24006,,Produtor,1999,34
24007,,Cônjuge,1999,20
24008,,Outros membros da família,1999,16
24009,,Mão-de-obra agrícola não familiar,1999,0
24010,,Permanente,1999,0
24011,,Eventual,1999,0
24012,,Mão-de-obra não contratada pelo produtor,1999,0
24013,16G180309,Mão-de-obra agrícola total,1989,236
24014,16G180309,Mão-de-obra agrícola total,2019,49
24015,16G180309,Mão-de-obra agrícola total,2009,78
24016,16G180309,Mão-de-obra agrícola total,1999,143
24017,,Mão-de-obra agrícola familiar,1999,135
24018,,Produtor,1999,67
24019,,Cônjuge,1999,44
24020,,Outros membros da família,1999,24
24021,,Mão-de-obra agrícola não familiar,1999,9
24022,,Permanente,1999,3
24023,,Eventual,1999,6
24024,,Mão-de-obra não contratada pelo produtor,1999,0
24025,16G180312,Mão-de-obra agrícola total,1989,777
24026,16G180312,Mão-de-obra agrícola total,2019,238
24027,16G180312,Mão-de-obra agrícola total,2009,211
24028,16G180312,Mão-de-obra agrícola total,1999,372
24029,,Mão-de-obra agrícola familiar,1999,362
24030,,Produtor,1999,162
24031,,Cônjuge,1999,116
24032,,Outros membros da família,1999,83
24033,,Mão-de-obra agrícola não familiar,1999,11
24034,,Permanente,1999,0
24035,,Eventual,1999,10
24036,,Mão-de-obra não contratada pelo produtor,1999,1
24037,16G180313,Mão-de-obra agrícola total,1989,690
24038,16G180313,Mão-de-obra agrícola total,2019,219
24039,16G180313,Mão-de-obra agrícola total,2009,207
24040,16G180313,Mão-de-obra agrícola total,1999,410
